No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
681,HL,Basic Materials,Other Precious Metals & Mining,USA,2490000000.0,-999,41.86,-999,3.29,1.24,0.16,0.0146,0.07,0.0002,0.6057,-0.0023,2.54,-0.0233,1.04,0.32,-0.0612,-0.1195,-0.4236,0.1358,-0.8476,7.1165,4.03,34585.0,False,True
684,AMSC,Industrials,Specialty Industrial Machinery,USA,304110000.0,-999,-999,-999,2.54,3.95,0.77,0.0617,0.1768,0.0,0.4522,0.0136,3.08,-0.2825,0.66,0.03,-0.203,0.0085,-0.4226,1.7631,-0.9866,2.4706,10.03,0.0,False,True
685,EPM,Energy,Oil & Gas E&P,USA,195230000.0,7.61,5.96,-999,1.79,2.17,0.28,0.1205,0.4721,0.0,0.6187,-0.029,3.21,0.296,1.69,0.0,0.2332,-0.007,-0.4224,0.0835,-0.9998,35.5,5.84,0.0,False,True
689,MCHX,Communication Services,Advertising Agencies,USA,55450000.0,-999,-999,-999,1.11,1.46,0.32,-0.0482,-0.1003,0.0034,0.6022,-0.016,3.95,-0.2864,2.44,0.07,-0.2478,-0.0864,-0.4208,0.0492,-0.9432,0.1636,1.28,37714.0,False,False
692,AG,Basic Materials,Silver,Canada,1400000000.0,-999,3873.02,-999,2.39,1.05,0.67,-0.063,0.2208,0.0,0.3364,-999,2.66,-0.1208,2.37,0.19,-0.2772,-0.1296,-0.4197,0.1142,-0.8185,10.3488,4.88,0.0,False,True
696,CEVA,Technology,Semiconductors,USA,496410000.0,-999,69.66,-999,4.42,1.93,5.59,-999,0.1477,0.0,0.8568,0.0121,4.4,-0.0452,6.67,0.03,-0.122,-0.0361,-0.4194,0.2863,-0.749,6.2655,21.07,0.0,False,True
710,VOXX,Technology,Consumer Electronics,USA,194810000.0,-999,-999,-999,0.39,0.62,0.46,-1.0406,0.032,0.0028,0.4295,-0.0792,9.85,-0.114,0.84,0.16,-0.0787,-0.1703,-0.4156,0.1898,-0.8811,7.62,8.62,31672250.0,True,True
714,IVR,Real Estate,REIT - Mortgage,USA,440990000.0,-999,2.07,-999,1.67,0.9,7.76,-999,-3.4551,0.0,0.4659,-0.0019,1.58,-0.0085,-999,6.35,-0.1103,0.0712,-0.415,0.4353,-0.9575,0.4353,9.1,0.0,False,True
720,PSFE,Technology,Software - Infrastructure,United Kingdom,870650000.0,-999,5.4,-999,0.55,0.99,3.7,-999,0.0243,0.0,0.2342,-0.0091,2.3,-0.0511,1.12,2.9,-0.0266,0.1943,-0.414,0.5362,-0.9395,0.5362,14.21,0.0,False,False
722,BITF,Financial,Capital Markets,Canada,504760000.0,-999,-999,-999,3.97,2.02,0.27,-999,0.9385,0.0,0.296,-999,0.88,-0.2286,2.8,0.09,-0.4948,-0.0271,-0.4129,2.0735,-0.791,8.7892,2.09,0.0,False,True
730,PACK,Consumer Cyclical,Packaging & Containers,USA,400660000.0,-999,-999,-999,1.23,0.69,0.63,-3.7924,0.0626,0.0182,0.8654,-0.0538,2.74,-0.0422,2.28,0.72,-0.0772,0.0689,-0.4114,0.8441,-0.8871,0.8441,4.85,550472.0,True,False
738,IVAC,Industrials,Specialty Industrial Machinery,USA,117350000.0,-999,-999,-999,2.3,1.01,2.34,-999,-0.1773,0.0,0.7588,-0.0034,8.03,-0.116,2.64,0.02,-0.2648,0.0973,-0.4098,0.4495,-0.856,1.4054,4.45,0.0,False,True
740,CLAR,Consumer Cyclical,Leisure,USA,241490000.0,-999,-999,-999,0.63,0.83,0.21,-1.4265,0.2301,0.0,0.8022,0.1841,6.21,-0.2548,1.41,0.48,-0.217,0.0827,-0.4095,0.327,-0.9558,1.5433,6.33,0.0,False,True
742,UAA,Consumer Cyclical,Apparel Manufacturing,USA,3380000000.0,8.56,12.78,1.0,0.58,1.62,1.54,-999,0.0412,0.0,0.3319,-0.0178,2.26,0.2101,1.35,0.7,0.0703,-0.055,-0.409,0.2258,-0.859,4.0001,7.71,0.0,False,True
752,SAFE,Real Estate,REIT - Diversified,USA,1500000000.0,-999,13.92,-999,5.33,0.66,0.56,-0.823,-0.3174,0.002,0.647,0.0175,7.79,-0.0897,-999,1.77,-0.6494,0.0055,-0.4062,0.4067,-0.9047,10.5076,21.1,948594.0,True,True
754,UFI,Consumer Cyclical,Textile Manufacturing,USA,113430000.0,-999,9.63,-999,0.19,0.37,2.84,-999,-0.0027,0.1078,0.5644,-0.085,2.6,-0.1585,2.02,0.49,-0.0888,-0.033,-0.4058,0.0701,-0.9522,3.7424,6.26,2095403.0,True,True
756,CRK,Energy,Oil & Gas E&P,USA,2230000000.0,3.57,9.11,0.18,1.08,0.98,0.07,-999,0.8008,0.0,0.3412,0.0343,5.44,0.3183,0.42,1.16,0.2976,-0.1593,-0.4053,0.0322,-0.9823,2.0379,8.02,0.0,False,True
759,JMIA,Consumer Cyclical,Internet Retail,Germany,304880000.0,-999,-999,-999,1.48,3.49,0.54,-0.0049,0.1076,0.0,0.1679,0.1156,4.87,-0.8955,1.51,0.08,-0.6855,-0.0849,-0.4047,0.3618,-0.9566,0.4093,3.03,0.0,False,False
761,FVRR,Communication Services,Internet Content & Information,Israel,1090000000.0,-999,12.95,-999,3.09,3.55,10.42,-0.2548,0.473,0.0,0.4697,-0.0152,4.97,-0.0082,2.93,1.44,-0.0066,0.1021,-0.4043,0.4167,-0.9155,0.6593,28.39,0.0,False,False
765,AVNS,Healthcare,Medical Devices,USA,888210000.0,-999,13.04,-999,1.18,0.73,2.31,-0.0878,0.0593,0.0,0.9487,-0.0042,2.98,0.0027,2.16,0.25,-0.0739,-0.0916,-0.402,0.11,-0.7378,0.11,19.13,0.0,False,True
773,MX,Technology,Semiconductors,South Korea,272100000.0,-999,-999,-999,1.11,0.79,4.3,-999,-0.1665,0.0235,0.7522,-0.0038,2.0,-0.072,5.12,0.01,-0.1123,-0.0048,-0.399,0.0867,-0.7398,1.2645,7.02,310924.0,True,True
779,AES,Utilities,Utilities - Diversified,USA,11240000000.0,-999,8.8,-999,0.88,5.79,3.98,0.0038,0.0456,0.0255,0.9455,0.0033,2.3,-0.1271,0.74,6.52,-0.0439,-0.0647,-0.3944,0.4681,-0.7695,17.2391,16.78,1418574.0,True,True
784,NEXN,Communication Services,Advertising Agencies,Israel,379070000.0,-999,11.32,-999,1.1,0.7,2.75,-0.0758,0.1053,0.0,0.1018,-999,3.25,-0.0363,2.05,0.25,-0.0572,0.1998,-0.3912,0.6577,-0.7799,0.6577,5.23,0.0,False,True
791,CVEO,Industrials,Specialty Business Services,USA,332170000.0,-999,51.57,-999,0.48,1.15,0.53,0.536,0.1073,0.0,0.8111,0.0167,0.41,-0.0271,1.47,0.39,-0.0127,-0.0018,-0.3894,0.2602,-0.9339,4.5164,22.52,0.0,False,True
794,PRCH,Technology,Software - Application,USA,241240000.0,-999,-999,-999,0.64,-999,3.95,-999,0.6985,0.113,0.4739,-0.1374,5.03,-4.283,1.01,-999,-0.4395,0.1408,-0.3885,3.9293,-0.9113,3.9293,2.44,1874860.0,True,True
796,BGS,Consumer Defensive,Packaged Foods,USA,802710000.0,-999,11.85,-999,0.38,0.95,4.58,-999,0.0646,0.0,0.6445,-0.0314,6.67,-0.0529,0.76,3.04,-0.0211,0.0261,-0.3879,0.4181,-0.7911,3.3467,10.21,0.0,False,True
798,ULBI,Industrials,Electrical Equipment & Parts,USA,118630000.0,28.67,-999,1.64,0.79,0.97,0.57,-999,0.1219,0.0102,0.2893,-0.0228,2.01,0.0346,1.63,0.23,0.0273,0.0095,-0.3873,0.8808,-0.7091,3.7143,7.26,542033.0,True,True
799,PESI,Industrials,Waste Management,USA,115690000.0,-999,25.0,-999,1.38,2.97,0.15,0.015,0.1452,0.0023,0.2491,-0.0005,3.64,-0.0278,1.14,0.15,-0.0154,0.0858,-0.3871,1.2911,-0.7939,3.7222,8.5,52270.0,False,True
801,CDE,Basic Materials,Gold,USA,1070000000.0,-999,26.04,-999,1.4,1.02,0.16,-1.0851,0.0537,0.0006,0.716,0.0173,4.16,-0.031,0.41,0.5,-0.0382,-0.0383,-0.3868,0.395,-0.9923,0.7222,2.79,5156.0,False,True
803,NEWT,Financial,Banks - Regional,USA,315000000.0,12.62,6.93,4.21,1.79,1.52,6.21,-0.099,0.128,0.0118,0.159,-0.1081,12.95,0.103,-999,5.22,0.143,-0.0646,-0.3865,0.1888,-0.7547,308.6519,12.78,232323.0,True,True
807,CMCL,Basic Materials,Gold,United Kingdom,207830000.0,-999,14.69,-999,1.55,0.86,0.56,0.1004,0.203,0.0,0.2958,-0.0095,5.22,-0.0427,1.0,0.09,-0.0674,-0.0939,-0.384,0.1424,-0.9766,10.2388,10.83,0.0,False,True
809,ROOT,Financial,Insurance - Property & Casualty,USA,133150000.0,-999,-999,-999,0.4,0.75,-999,-0.4402,1.4482,0.0021,0.2193,0.0457,8.52,-0.5213,-999,1.0,-0.5756,-0.107,-0.3838,1.7553,-0.9828,1.7553,9.12,57338.0,False,False
812,HCSG,Healthcare,Medical Care Facilities,USA,728160000.0,22.99,14.25,2.55,0.44,1.65,1.64,-0.171,-0.0406,0.0,1.0131,-0.061,3.77,0.074,2.74,0.13,0.0191,-0.0149,-0.3826,0.1269,-0.8246,33.8553,9.86,0.0,False,True
815,MHH,Industrials,Staffing & Employment Services,USA,99760000.0,-999,10.18,-999,0.47,1.16,1.37,0.3432,0.0826,0.0,0.1683,0.0062,1.02,-0.0029,2.85,0.05,-0.0012,0.0188,-0.3818,0.1467,-0.7131,28.7926,8.6,0.0,False,True
818,BIDU,Communication Services,Internet Content & Information,China,27570000000.0,10.99,9.17,0.97,1.47,1.06,100.37,-0.177,0.0499,0.0,0.2597,-0.1164,1.66,0.1006,2.82,0.36,0.1708,-0.1206,-0.3802,0.0075,-0.719,21.4392,99.72,0.0,False,True
820,BYRN,Industrials,Aerospace & Defense,USA,141770000.0,-999,-999,-999,3.3,3.36,0.62,-999,5.4107,0.0061,0.2397,-0.04,8.91,-0.1676,3.11,0.05,-0.1743,0.1212,-0.3786,1.9452,-0.8388,14.909,6.45,93617.0,False,False
824,EFXT,Energy,Oil & Gas Equipment & Services,Canada,644440000.0,-999,-999,-999,0.28,0.56,1.04,-999,0.0972,0.0,0.56,-999,7.99,-0.0437,0.93,0.98,-0.0209,0.1682,-0.378,0.3198,-0.7301,0.7333,5.2,0.0,False,True
828,MPAA,Consumer Cyclical,Auto Parts,USA,193750000.0,-999,7.97,-999,0.28,0.6,0.63,-999,0.0996,0.197,0.7917,0.0097,8.95,-0.0028,0.52,0.78,-0.0013,0.0759,-0.3774,1.3192,-0.7592,23.32,9.88,1073777.0,True,True
831,ATHM,Communication Services,Internet Content & Information,China,2990000000.0,10.42,10.94,3.21,2.94,0.88,26.03,-0.0174,-0.0107,0.0,0.5064,-0.0393,4.43,0.0855,6.31,0.0,0.2828,-0.0977,-0.377,0.0008,-0.8359,0.2681,24.24,0.0,False,True
832,BOOM,Energy,Oil & Gas Equipment & Services,USA,344810000.0,10.95,8.51,0.55,0.48,0.85,1.8,-999,0.361,0.001,0.8179,-0.0676,2.62,0.0805,1.1,0.41,0.0429,0.0232,-0.377,0.1719,-0.7724,54.84,17.45,-9810.0,False,True
839,OFIX,Healthcare,Medical Devices,USA,519790000.0,-999,-999,-999,0.78,0.84,0.92,-999,0.0084,0.0052,0.965,-0.0057,3.23,-0.2872,1.13,0.18,-0.2039,0.1576,-0.3749,0.4768,-0.81,1.5138,14.14,101025.0,True,True
849,BYON,Consumer Cyclical,Internet Retail,USA,1120000000.0,-999,-999,-999,0.71,2.16,7.18,0.2858,0.0788,0.3239,0.6923,-0.1173,2.91,-0.2743,1.74,0.08,-0.1034,0.1179,-0.3723,0.798,-0.8082,8.7431,24.65,2860538.0,True,True
854,FANH,Financial,Insurance Brokers,China,322260000.0,6.09,9.04,0.79,0.68,1.1,3.97,-0.2442,-0.0486,0.0,0.1072,-0.0657,9.61,0.2067,-999,0.14,0.1116,-0.0949,-0.3711,0.1561,-0.8429,0.3921,6.0,0.0,False,True
855,ELVA,Industrials,Electrical Equipment & Parts,Canada,117050000.0,-999,11.16,-999,2.66,16.38,0.03,0.4799,0.7496,0.0,0.1125,-999,1.99,-5.8647,0.66,2.66,-0.0817,0.131,-0.3709,0.4786,-0.813,8.8857,3.46,0.0,False,True
857,CMCT,Real Estate,REIT - Office,USA,83180000.0,-999,-999,-999,0.72,-999,1.9,-999,-0.1678,0.0,0.279,-0.0029,0.91,-0.1012,-999,1.26,-0.5914,-0.036,-0.3707,0.1128,-0.8925,0.1128,3.65,0.0,False,True
864,CIM,Real Estate,REIT - Mortgage,USA,1120000000.0,9.7,6.65,-999,1.66,0.71,0.61,-999,-0.1021,0.0,0.4828,-0.0004,1.19,0.0749,-999,4.12,0.177,-0.0205,-0.3688,0.1079,-0.9421,0.1079,4.93,0.0,False,True
866,RBBN,Communication Services,Telecom Services,USA,525490000.0,-999,9.16,-999,0.63,1.18,0.14,-0.0086,0.1111,0.0002,0.7191,0.1741,7.89,-0.1132,0.98,0.79,-0.0633,0.2401,-0.3678,0.7191,-0.9935,2.4,3.06,12098.0,False,True
872,OI,Consumer Cyclical,Packaging & Containers,USA,2310000000.0,6.25,6.04,1.6,0.32,1.16,5.12,0.2743,0.0014,0.0,0.9648,0.0014,3.63,0.2286,0.87,2.47,0.0531,-0.0315,-0.367,0.1003,-0.7538,4.968,14.92,0.0,False,True
885,FARM,Consumer Defensive,Packaged Foods,USA,71170000.0,-999,-999,-999,0.17,1.87,0.2,-0.2945,-0.1023,0.0251,0.4468,0.0142,2.25,-0.6415,0.66,1.27,-0.1723,0.1507,-0.3636,0.96,-0.9129,0.96,3.43,257766.0,True,False
892,CSTE,Industrials,Building Products & Equipment,Israel,144290000.0,-999,-999,-999,0.24,0.4,2.29,-999,0.0589,0.0,0.351,-0.0495,1.6,-0.3068,1.47,0.34,-0.2199,0.0366,-0.3614,0.1942,-0.9406,0.1942,4.18,0.0,False,True
898,BEKE,Real Estate,Real Estate Services,China,16040000000.0,20.25,12.01,0.36,1.52,1.7,6.88,-0.1842,0.2543,0.0,0.3901,0.0647,4.03,0.0818,1.82,0.23,0.0759,-0.1271,-0.3604,0.0152,-0.8302,0.8445,13.34,0.0,False,True
899,NYMT,Real Estate,REIT - Mortgage,USA,752640000.0,-999,16.38,-999,1.81,0.72,3.92,-999,0.2968,0.0,0.5482,-0.1093,2.97,-0.0734,-999,2.82,-0.408,-0.0315,-0.3596,0.148,-0.9797,1.3092,8.3,0.0,False,True
900,QIPT,Healthcare,Medical Devices,USA,195770000.0,-999,48.1,-999,0.88,1.76,0.41,0.0876,0.3325,0.0,0.4776,-999,3.89,-0.0292,0.78,0.89,-0.0126,-0.0361,-0.3595,0.0789,-0.8582,3.65,4.65,0.0,False,True
903,WBD,Communication Services,Entertainment,USA,25530000000.0,-999,-999,-999,0.61,0.57,1.01,-0.3819,0.483,0.0002,0.6074,-0.0,3.71,-0.1035,0.88,1.0,-0.1148,-0.0487,-0.3592,0.1294,-0.866,1.0455,10.47,535420.0,True,True
904,DLTH,Consumer Cyclical,Apparel Retail,USA,174120000.0,-999,-999,-999,0.27,0.8,0.24,-0.3729,0.071,0.0,0.2279,-0.0039,9.86,-0.0405,0.18,1.04,-0.0138,-0.0242,-0.3591,0.086,-0.8678,0.794,5.05,0.0,False,True
909,SSYS,Technology,Computer Hardware,USA,964500000.0,-999,52.53,-999,1.53,1.09,2.67,0.1041,0.0026,0.0,0.6058,-0.198,1.97,-0.1207,1.93,0.02,-0.1753,0.1286,-0.3577,0.402,-0.899,21.32,13.95,0.0,False,False
915,TCX,Technology,Software - Infrastructure,Canada,259420000.0,-999,-999,-999,0.78,8.62,10.45,-999,-0.0174,0.0007,0.5999,0.0265,23.74,-1.2724,1.37,19.07,-0.2604,0.0418,-0.3559,0.5208,-0.7473,58.5,23.8,-420.0,False,True
916,VBFC,Financial,Banks - Regional,USA,61210000.0,25.65,-999,-999,1.93,0.96,-999,-999,0.0663,0.0003,0.145,-0.0127,0.87,0.0391,-999,0.54,0.0752,-0.0338,-0.3555,0.1463,-0.9324,3.2377,41.36,9958.0,False,True
925,BLFS,Healthcare,Medical Instruments & Supplies,USA,782970000.0,-999,-999,-999,5.06,2.29,0.91,-0.7411,0.7447,0.9449,0.9946,0.052,7.17,-0.2762,1.72,0.13,-0.6604,0.2055,-0.3537,0.9484,-0.9874,123.1429,17.38,10106974.0,True,True
927,LFVN,Consumer Defensive,Packaged Foods,USA,71560000.0,28.23,8.66,2.35,0.34,2.44,1.45,-0.1319,0.0119,0.0214,0.2974,0.0984,1.87,0.0836,1.06,0.48,0.012,-0.0709,-0.3521,0.9569,-0.958,11.4979,5.63,276952.0,True,True
929,PDM,Real Estate,REIT - Office,USA,911740000.0,16.5,-999,4.12,1.55,0.52,0.09,0.0529,-0.0146,0.0,0.8631,0.0095,2.55,0.031,-999,1.19,0.0942,0.1004,-0.3518,0.501,-0.7026,0.501,7.37,0.0,False,True
933,BTE,Energy,Oil & Gas E&P,Canada,2560000000.0,3.29,5.03,0.18,1.44,0.73,0.02,0.3272,0.3305,0.0,0.2664,-999,1.81,0.2014,0.77,0.56,0.3095,-0.1301,-0.3498,0.0484,-0.9511,14.9474,3.03,0.0,False,True
935,YMM,Technology,Software - Application,China,6050000000.0,26.05,14.79,0.73,5.38,1.25,2.86,-999,0.4536,0.0,0.371,0.0331,4.94,0.0538,8.21,0.0,0.2293,-0.095,-0.3497,0.1719,-0.7219,0.5388,6.34,0.0,False,True
937,UA,Consumer Cyclical,Apparel Manufacturing,USA,3260000000.0,8.25,12.22,0.38,0.56,1.56,1.54,-999,0.0412,0.0,0.2716,-999,2.91,0.2101,1.35,0.7,0.0703,-0.0403,-0.3491,0.2679,-0.8392,0.2944,7.43,0.0,False,True
946,INFN,Technology,Communication Equipment,USA,1160000000.0,-999,15.31,-999,0.7,6.9,0.73,0.2326,0.1439,0.0033,0.9949,0.0668,16.6,-0.0504,1.0,4.45,-0.0043,0.1522,-0.3474,0.805,-0.8303,0.8179,5.09,41350.0,False,False
949,ALYA,Technology,Information Technology Services,Canada,140590000.0,-999,-999,-999,0.37,1.09,0.06,0.0159,0.2718,0.0,0.183,-999,7.28,-0.221,0.69,0.85,-0.081,0.1943,-0.3467,0.5,-0.947,0.5289,1.47,0.0,False,False
950,APA,Energy,Oil & Gas E&P,USA,9310000000.0,6.3,5.95,-999,1.08,8.74,0.31,0.2651,0.1885,0.0,0.8234,-0.0357,2.7,1.8176,0.89,5.28,0.1777,-0.1288,-0.3463,0.0254,-0.7942,10.8342,30.71,0.0,False,True
952,RES,Energy,Oil & Gas Equipment & Services,USA,1440000000.0,5.99,6.79,-999,0.84,1.44,0.79,0.061,0.1243,0.0,0.4057,0.0005,10.51,0.2689,4.11,0.03,0.1397,-0.0719,-0.3461,0.0489,-0.7532,74.5513,6.65,0.0,False,True
962,MUX,Basic Materials,Other Precious Metals & Mining,Canada,311530000.0,-999,-999,-999,2.29,0.89,1.89,-0.3822,-0.02,0.0,0.2028,-0.0204,2.62,-0.3395,1.84,0.12,-0.8875,-0.0892,-0.344,0.2171,-0.9811,5.2423,6.56,0.0,False,False
975,HRTG,Financial,Insurance - Property & Casualty,USA,193950000.0,6.11,4.9,-999,0.27,1.14,-999,-1.6874,0.0847,0.0091,0.3333,-0.1262,1.02,0.1997,-999,1.0,0.0372,-0.1157,-0.3412,2.4309,-0.7636,4.7589,6.45,499986.0,True,True
981,AEYE,Technology,Software - Application,USA,61950000.0,-999,47.36,-999,1.99,7.97,0.28,0.504,0.5553,0.0232,0.1485,-0.0273,2.24,-0.7528,0.75,0.11,-0.2329,0.1658,-0.3397,0.3893,-0.9305,6.7185,5.21,508376.0,True,False
982,BWMX,Consumer Cyclical,Specialty Retail,Mexico,454560000.0,12.57,7.23,-999,0.65,6.1,0.76,0.3377,0.515,0.0,0.1254,-0.3425,3.0,0.7887,0.54,4.47,0.0668,-0.1066,-0.3394,0.588,-0.7569,1.1481,12.18,0.0,False,True
984,GCI,Communication Services,Publishing,USA,354330000.0,17.51,136.94,-999,0.13,1.09,0.74,-1.0116,0.2268,0.0153,0.6403,0.0045,16.02,0.0871,0.77,4.05,0.0102,0.1031,-0.3389,0.4691,-0.9076,2.7778,2.38,753800.0,True,True
986,RSKD,Technology,Software - Application,Israel,710980000.0,-999,-999,-999,2.43,1.62,2.82,-999,0.2634,0.0,0.3764,-0.0206,1.47,-0.1381,7.56,0.06,-0.2308,0.0402,-0.3388,0.2787,-0.8901,0.2974,4.45,0.0,False,False
993,PDS,Energy,Oil & Gas Drilling,Canada,825840000.0,8.73,5.62,-999,0.57,0.77,2.53,0.2245,0.071,0.0,0.4815,-0.3449,1.85,0.1127,1.48,0.75,0.0752,0.0398,-0.3376,0.3857,-0.9241,9.5864,57.59,0.0,False,True
995,DNOW,Energy,Oil & Gas Equipment & Services,USA,1050000000.0,8.36,9.97,-999,0.45,1.16,1.82,-999,-0.0477,0.0,0.9628,-0.0001,1.85,0.1511,1.46,0.04,0.0558,-0.0653,-0.3371,0.1155,-0.7384,1.4442,9.85,0.0,False,True
996,VET,Energy,Oil & Gas E&P,Canada,1750000000.0,2.5,4.66,0.12,1.06,0.62,0.0,0.7278,0.2962,0.0,0.3426,-999,2.22,0.2869,0.86,0.26,0.4286,-0.1214,-0.337,0.0185,-0.8525,6.1467,10.72,0.0,False,True
997,MYO,Healthcare,Medical Devices,USA,98120000.0,-999,-999,-999,5.3,8.9,0.42,0.5558,0.624,0.0395,0.3866,-0.0051,0.38,-0.8336,2.52,0.06,-0.424,-0.0409,-0.3369,8.973,-0.9947,9.0271,3.7,297497.0,True,False
1001,ORC,Real Estate,REIT - Mortgage,USA,439570000.0,-999,-999,-999,2.77,0.94,7.2,-999,-0.1867,0.3524,0.2926,0.2352,2.44,-0.0725,-999,9.48,-0.1978,0.0562,-0.3365,0.4237,-0.8722,0.4237,8.4,346751.0,True,True
1004,RRGB,Consumer Cyclical,Restaurants,USA,169660000.0,-999,-999,-999,0.13,-999,3.93,-999,0.0177,0.4867,0.754,-0.1342,12.22,-2.4035,0.42,-999,-0.0401,0.0411,-0.3358,0.5781,-0.8846,1.7129,10.96,2996123.0,True,False
1006,MAX,Communication Services,Internet Content & Information,USA,530760000.0,-999,-999,-999,1.34,-999,0.32,-999,0.1556,0.0,0.4208,0.0182,6.77,-999,0.85,-999,-0.1646,0.0778,-0.3357,1.2244,-0.8393,1.2244,11.3,0.0,False,True
1018,LFMD,Healthcare,Health Information Services,USA,238340000.0,-999,-999,-999,1.75,-999,0.39,-0.6117,1.0652,0.0151,0.2451,-0.0227,1.55,-7.1995,0.65,-999,-0.2349,-0.1641,-0.3326,4.3333,-0.8159,39.5333,6.08,501018.0,True,False
1019,CIA,Financial,Insurance - Life,USA,132300000.0,7.89,-999,-999,0.55,0.87,-999,0.2966,-0.0112,0.0032,0.1275,-0.0639,59.14,0.2465,-999,0.0,0.0708,-0.1207,-0.3325,0.628,-0.7762,20.6127,2.67,43562.0,False,True
1020,FUTU,Financial,Capital Markets,Hong Kong,4150000000.0,11.35,9.77,7.23,3.28,2.09,11.28,-999,0.9165,0.0,0.2734,0.0037,2.78,0.1998,-999,0.22,0.4399,-0.1636,-0.3323,0.2548,-0.7794,4.5221,45.06,0.0,False,True
1033,OB,Communication Services,Internet Content & Information,USA,200140000.0,-999,50.46,-999,0.21,0.92,3.36,-999,0.1389,0.0,0.3525,0.0421,2.22,-0.0071,1.45,0.6,-0.0017,-0.0079,-0.3294,0.1964,-0.8099,0.1982,3.99,0.0,False,True
1034,TRTX,Real Estate,REIT - Mortgage,USA,481150000.0,-999,10.06,-999,1.21,0.42,3.89,-999,0.4413,0.0,0.6541,-0.0028,4.75,-0.0723,-999,2.85,-0.2541,0.0028,-0.3293,0.3326,-0.7029,1.5826,6.19,0.0,False,True
1037,AYX,Technology,Software - Application,USA,3430000000.0,-999,40.6,-999,3.73,50.78,8.79,-0.6612,0.3778,0.0,0.8369,-0.0157,2.22,-2.6053,1.33,19.19,-0.3159,0.0937,-0.3283,0.6991,-0.7446,2.2471,47.44,0.0,False,True
1054,PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,USA,452790000.0,21.84,9.24,5.9,0.46,1.66,2.25,-0.1291,0.0372,0.0,0.5046,-0.018,4.16,0.0774,1.77,1.9,0.0212,0.0163,-0.3232,0.1894,-0.7953,0.1894,11.18,0.0,False,True
1068,POWW,Industrials,Aerospace & Defense,USA,253500000.0,-999,428.0,-999,1.68,0.7,0.42,0.2517,1.8871,0.0006,0.2453,-0.086,2.98,-0.0422,2.77,0.04,-0.1241,0.0038,-0.3206,0.3631,-0.9893,84.6,2.14,128098.0,True,True
1074,GGB,Basic Materials,Steel,Brazil,4810000000.0,4.6,6.82,-999,0.34,0.73,1.04,-999,0.1124,0.0,0.2492,-0.0227,2.27,0.1669,1.43,0.25,0.1126,-0.1005,-0.3198,0.0096,-0.805,13.9574,4.19,0.0,False,True
1084,SIRI,Communication Services,Entertainment,USA,20810000000.0,16.63,17.49,2.48,2.33,-999,0.01,0.1685,0.1248,0.0001,0.108,-0.0506,13.58,-999,0.33,-999,0.142,0.06,-0.3182,0.6325,-0.9175,109.1614,5.42,1026900.0,True,True
1100,LPTH,Technology,Electronic Components,USA,51430000.0,-999,-999,-999,1.53,1.47,0.18,-999,0.0049,0.0,0.4624,-0.0113,1.74,-0.128,1.46,0.37,-0.1191,0.0721,-0.315,0.2232,-0.9975,3.5667,1.37,0.0,False,True
1111,CYD,Consumer Cyclical,Auto Parts,Singapore,351400000.0,8.06,-999,0.81,0.15,0.28,18.92,-0.2444,0.0081,0.0,0.1652,-0.022,0.22,0.0336,1.83,0.33,0.0182,-0.0182,-0.312,0.2428,-0.7289,54.2232,8.6,0.0,False,True
1123,YY,Communication Services,Internet Content & Information,Singapore,1330000000.0,-999,8.13,-999,0.58,0.36,85.96,-0.2382,0.1974,0.0,0.7176,-0.0869,5.1,-0.0229,1.37,0.1,-0.034,-0.2096,-0.3102,0.2355,-0.7998,1.8448,29.8,-469781.0,False,True
1126,SVC,Real Estate,REIT - Hotel & Motel,USA,1320000000.0,-999,-999,-999,0.7,1.02,2.63,-999,-0.0041,0.0,0.7676,0.0005,8.97,-0.0152,-999,4.39,-0.0111,0.0202,-0.3091,0.169,-0.8306,1.2945,7.99,0.0,False,True
1127,PRA,Financial,Insurance - Property & Casualty,USA,706440000.0,-999,28.66,-999,0.62,0.7,-999,-999,0.0685,0.0,0.8564,-0.0635,2.39,-0.0299,-999,0.44,-0.0273,0.0391,-0.3091,0.1676,-0.7605,6.9421,13.86,0.0,False,True
1135,LMND,Financial,Insurance - Property & Casualty,USA,1200000000.0,-999,-999,-999,3.61,1.66,-999,-0.5599,0.8822,0.0,0.3657,0.0684,7.94,-0.3161,-999,0.05,-0.774,0.0149,-0.3063,0.6766,-0.9086,0.6766,17.21,0.0,False,False
1136,ANIK,Healthcare,Medical Instruments & Supplies,USA,328380000.0,-999,-999,-999,2.01,1.21,4.83,-999,0.1035,0.0,0.8922,-0.007,6.12,-0.0885,4.03,0.11,-0.1505,0.0209,-0.3062,0.3561,-0.7038,31.6255,22.43,0.0,False,True
1138,INNV,Healthcare,Medical Care Facilities,USA,769080000.0,-999,159.66,-999,1.1,2.68,1.0,-999,0.1057,0.0,0.122,-0.1718,14.23,-0.1247,1.41,0.37,-0.0542,-0.0114,-0.3055,0.123,-0.7918,0.6696,5.66,0.0,False,True
